"","id","hexaco1","hexaco2","hexaco3","hexaco4","hexaco5","hexaco6","hexaco7","hexaco8","hexaco9","hexaco10","hexaco11","hexaco12","hexaco13","hexaco14","hexaco15","hexaco16","hexaco17","hexaco18","hexaco19","hexaco20","hexaco21","hexaco22","hexaco23","hexaco24","hexaco25","hexaco26","hexaco27","hexaco28","hexaco29","hexaco30","hexaco31","hexaco32","hexaco33","hexaco34","hexaco35","hexaco36","hexaco37","hexaco38","hexaco39","hexaco40","hexaco41","hexaco42","hexaco43","hexaco44","hexaco45","hexaco46","hexaco47","hexaco48","hexaco49","hexaco50","hexaco51","hexaco52","hexaco53","hexaco54","hexaco55","hexaco56","hexaco57","hexaco58","hexaco59","hexaco60","hexaco61","hexaco62","hexaco63","hexaco64","hexaco65","hexaco66","hexaco67","hexaco68","hexaco69","hexaco70","hexaco71","hexaco72","hexaco73","hexaco74","hexaco75","hexaco76","hexaco77","hexaco78","hexaco79","hexaco80","hexaco81","hexaco82","hexaco83","hexaco84","hexaco85","hexaco86","hexaco87","hexaco88","hexaco89","hexaco90","hexaco91","hexaco92","hexaco93","hexaco94","hexaco95","hexaco96","hexaco97","hexaco98","hexaco99","hexaco100","hexaco101","hexaco102","hexaco103","hexaco104","hexaco105","hexaco106","hexaco107","hexaco108","hexaco109","hexaco110","hexaco111","hexaco112","hexaco113","hexaco114","hexaco115","hexaco116","hexaco117","hexaco118","hexaco119","hexaco120","hexaco121","hexaco122","hexaco123","hexaco124","hexaco125","hexaco126","hexaco127","hexaco128","hexaco129","hexaco130","hexaco131","hexaco132","hexaco133","hexaco134","hexaco135","hexaco136","hexaco137","hexaco138","hexaco139","hexaco140","hexaco141","hexaco142","hexaco143","hexaco144","hexaco145","hexaco146","hexaco147","hexaco148","hexaco149","hexaco150","hexaco151","hexaco152","hexaco153","hexaco154","hexaco155","hexaco156","hexaco157","hexaco158","hexaco159","hexaco160","hexaco161","hexaco162","hexaco163","hexaco164","hexaco165","hexaco166","hexaco167","hexaco168","hexaco169","hexaco170","hexaco171","hexaco172","hexaco173","hexaco174","hexaco175","hexaco176","hexaco177","hexaco178","hexaco179","hexaco180","hexaco181","hexaco182","hexaco183","hexaco184","hexaco185","hexaco186","hexaco187","hexaco188","hexaco189","hexaco190","hexaco191","hexaco192","hexaco193","hexaco194","hexaco195","hexaco196","hexaco197","hexaco198","hexaco199","hexaco200","sample","missing_hexacoitems","missing_demographics","retain","sincerity","fearfulness","socialselfesteem","forgiveness","organization","aestheticappreciation","fairness","anxiety","socialboldness","gentleness","diligence","inquisitiveness","greedavoidance","dependence","sociability","flexibility","perfectionism","creativity","modesty","sentimentality","liveliness","patience","prudence","unconventionality","altruism","honestyhumility","emotionality","extraversion","agreeableness","conscientiousness","openness","other","matched","hexaco_global_ml","hexaco_global_pca","hexaco_global_unit","hexaco_items_global_ml","mahalanobis_distance_applicant","mahalanobis_distance_research","proximity_to_ideal_applicant","proximity_to_ideal_research","modal_distance_applicant","modal_proximity_applicant","prop_extreme","weighted_desirability","mean_agreement"
"3294",215775,4,2,4,4,5,2,1,3,4,3,4,4,3,3,3,2,4,2,3,2,2,1,4,4,4,3,5,4,4,4,5,4,2,4,4,2,2,2,2,3,2,3,4,3,3,1,2,2,2,4,4,3,4,1,2,4,3,2,4,4,3,2,4,2,3,3,3,4,4,2,1,2,4,2,2,4,2,4,2,2,3,2,4,4,4,4,2,2,2,2,4,2,2,5,4,2,3,3,2,4,4,2,4,2,2,4,2,4,4,4,3,2,4,2,1,4,4,4,4,4,3,2,2,4,2,2,5,2,3,4,2,2,2,2,3,2,1,4,2,2,4,2,4,2,4,2,1,4,2,4,3,4,4,2,2,3,4,3,2,2,5,3,2,2,2,2,4,2,2,4,1,4,2,2,1,4,2,3,2,2,2,2,4,2,5,4,2,4,1,4,2,2,4,3,4,4,5,2,3,2,"applicant",0,0,TRUE,3.25,2.5,4.375,3.125,4.125,3.875,4.375,3.375,3.625,3.25,4,3.875,2.75,3,3.625,3.625,3.75,2.875,3.625,3.625,4,4.125,3.875,3.25,3.875,3.5,3.125,3.90625,3.53125,3.9375,3.46875,3.875,TRUE,-0.00784565180853507,-0.113266393576599,15.21875,0.0294313116552127,171.784276439288,147.483388336006,-171.784276439288,-147.483388336006,0.46,-0.46,0.095,0.250467500597687,2.92
"3295",214896,4,2,4,4,5,2,1,3,5,4,4,3,4,2,4,2,4,2,2,2,1,4,2,5,2,4,5,2,4,3,4,2,2,3,4,2,4,2,2,4,2,2,3,2,4,2,2,3,2,4,4,4,4,3,2,4,4,3,2,4,2,3,2,2,4,3,4,2,4,3,2,2,4,2,2,4,2,2,2,3,3,2,4,5,2,4,2,2,4,2,2,2,2,2,4,2,2,2,2,4,4,4,4,2,2,4,2,2,2,4,4,4,2,4,2,3,4,3,4,3,4,4,2,4,2,3,4,4,2,3,2,2,2,4,2,3,2,3,2,2,4,2,4,2,4,4,2,2,2,4,2,4,4,3,2,4,2,3,2,2,4,4,2,3,2,2,2,2,2,4,2,2,2,3,2,3,3,2,2,3,2,2,4,3,4,4,2,4,2,4,2,4,4,4,3,4,4,2,2,3,"applicant",0,0,TRUE,3.75,3,4.125,4,4.125,3,4.125,2.625,3.625,3.5,3.75,3.625,4,2.75,3.5,3.75,4,3.25,3.875,3,4.125,3.25,3.75,2.875,3.75,3.9375,2.84375,3.84375,3.625,3.90625,3.1875,3.75,TRUE,0.196686782600536,0.145065312686924,15.65625,-0.0699503294007239,163.480221074028,156.24680170657,-163.480221074028,-156.24680170657,0.445,-0.445,0.035,0.220762568559862,2.915
"3296",100619,4,2,4,4,5,2,1,4,3,4,5,4,4,2,4,4,4,2,2,2,2,3,3,4,4,4,4,4,5,4,4,4,2,3,4,3,3,3,2,4,2,3,4,2,4,3,3,2,2,4,4,3,4,4,2,4,4,2,4,5,3,2,3,5,4,2,4,4,4,3,2,2,4,4,2,3,1,4,2,3,4,4,3,4,4,4,4,4,4,1,3,5,2,3,4,2,2,4,2,2,4,2,5,4,2,4,2,5,2,5,4,4,3,3,2,4,4,2,3,4,4,2,2,4,1,2,5,3,4,4,2,3,2,3,2,4,1,2,2,4,4,2,4,2,3,2,2,4,2,4,1,4,4,4,2,3,1,3,2,4,4,3,2,4,2,4,3,2,2,4,2,4,2,3,1,4,4,4,3,2,2,4,4,4,4,4,2,3,2,4,3,3,3,4,3,4,4,3,2,2,"research",0,0,TRUE,3.375,2,4,2.75,4.5,3.625,4.625,3.5,3.625,3.125,3.875,3.875,3.625,2.75,3.375,2.375,4,2.5,3.875,2.5,4,3,3.375,3.125,3.625,3.875,2.6875,3.75,2.8125,3.9375,3.28125,3.625,TRUE,-0.496411213802927,-0.412523859874576,14.96875,-0.771558544116204,184.792950250586,123.261821903632,-184.792950250586,-123.261821903632,0.65,-0.65,0.09,0.133515897604082,3.15
"3298",214884,4,2,4,4,5,2,1,4,4,3,4,5,4,2,4,2,4,2,2,3,2,2,4,3,3,4,4,3,4,3,4,3,2,2,4,2,3,3,3,4,2,2,4,4,4,2,2,2,2,3,4,4,4,3,2,4,4,4,4,4,2,3,4,2,4,3,4,4,4,3,2,2,4,3,2,4,2,4,2,3,3,2,4,4,2,4,2,3,4,3,2,2,2,3,4,2,3,3,2,4,4,2,4,2,2,4,3,4,2,4,4,4,2,4,2,4,4,4,4,3,4,3,2,3,2,2,5,4,4,3,2,2,2,4,4,3,2,4,2,2,4,2,4,2,4,4,2,4,2,4,2,4,4,3,2,4,2,3,2,3,4,4,2,3,2,3,4,2,2,4,2,3,2,3,2,3,2,2,2,2,2,4,4,2,4,2,2,4,2,4,2,3,3,4,4,4,4,2,2,2,"applicant",0,0,TRUE,3.5,2.75,4,3.375,4.125,3.625,4.25,2.875,3.875,3.375,3.875,4.125,3.875,2.625,3.875,3.625,4,3.75,4,3.75,4,3.625,3.75,2.875,3.875,3.90625,3,3.9375,3.5,3.9375,3.59375,3.875,TRUE,0.209091285355744,0.231303029032465,15.875,-0.0563894113303492,94.6413961006074,79.9894608781463,-94.6413961006074,-79.9894608781463,0.325,-0.325,0.02,0.234614148324683,3.045
"3300",217542,4,2,4,4,5,2,2,3,5,4,5,4,2,3,5,2,4,2,4,4,1,2,2,5,5,4,5,1,5,5,5,2,1,2,5,2,2,2,1,2,2,2,2,4,5,1,2,2,1,4,5,4,5,4,1,4,5,2,5,4,4,4,4,2,4,4,2,5,5,2,1,3,2,2,1,4,1,4,1,4,4,1,4,4,4,2,2,4,4,4,4,1,1,4,4,2,2,4,1,5,5,2,4,1,2,4,1,4,4,4,5,4,2,4,2,4,5,4,4,4,2,2,1,4,1,2,5,4,5,4,1,2,4,4,4,2,2,4,2,1,5,2,4,1,4,2,1,2,1,4,1,4,5,4,1,4,3,4,1,2,5,4,2,1,1,2,2,2,2,5,1,2,1,4,1,4,1,2,2,2,2,2,5,2,4,3,2,5,1,4,1,2,4,5,4,4,5,2,1,2,"applicant",0,0,TRUE,3,2.125,4.875,4.25,5,3.875,4.75,2.5,4.75,3.625,4.75,4,2.375,3.375,4.625,3.5,4.125,3.875,3,4.625,5,3.875,4,3.375,4.375,3.28125,3.15625,4.8125,3.8125,4.46875,3.78125,4.375,TRUE,1.06794499732648,1.0916531908675,17,1.34407857750473,168.773794980318,155.799153424296,-168.773794980318,-155.799153424296,0.575,-0.575,0.34,0.324209745195938,2.995
"3304",100212,4,2,4,4,5,2,2,4,5,3,5,4,2,4,5,4,2,1,3,4,2,1,4,4,4,5,5,3,5,4,5,2,1,2,5,2,4,4,1,4,4,1,2,4,5,2,3,2,2,5,5,4,5,4,2,2,4,3,5,4,5,2,5,4,2,5,4,5,5,4,1,4,4,5,1,4,2,2,2,4,5,3,4,4,3,5,1,2,5,2,4,1,1,3,4,2,1,5,2,4,4,2,4,2,2,4,1,4,3,4,5,4,4,5,2,4,5,4,2,5,4,1,1,4,1,1,1,2,5,4,2,2,1,4,5,4,1,5,3,2,4,4,4,4,5,1,2,4,1,4,1,4,5,4,1,3,2,4,1,2,2,5,1,2,1,4,2,2,2,2,2,2,1,3,1,5,1,2,2,1,4,2,5,4,4,1,1,4,1,5,2,3,5,5,5,5,5,4,1,3,"research",0,0,TRUE,3.75,1.5,4.5,3.625,4.75,3.5,4,2.875,4.75,3.375,4.625,4,3,3.125,5,3,3,4.625,3.5,4.25,4.75,3.625,3.75,3.75,4.375,3.5625,2.9375,4.75,3.40625,4.03125,3.96875,4.375,TRUE,0.652986328895057,0.784883170826915,16.78125,0.655035086463482,404.964996646628,229.291037598363,-404.964996646628,-229.291037598363,0.78,-0.78,0.38,0.227981045498127,3.15
"3306",100086,4,2,4,4,5,2,3,4,2,2,4,4,3,3,3,4,2,2,3,2,3,2,3,4,4,3,4,3,4,4,4,3,2,2,3,3,2,4,4,4,2,2,4,3,3,2,2,2,2,4,4,3,2,4,3,3,2,3,2,4,2,2,2,4,4,3,4,4,4,4,2,4,4,2,2,4,4,4,2,3,2,4,2,4,2,4,4,4,3,4,2,4,2,4,3,2,2,2,2,4,4,2,4,4,2,4,2,4,2,4,4,4,4,4,2,4,3,4,3,4,4,4,2,4,2,3,4,4,2,4,2,4,1,4,2,4,4,5,2,2,4,2,3,4,4,2,2,4,2,4,2,4,4,4,3,4,2,4,4,4,4,4,2,2,2,2,4,2,2,2,2,4,2,4,2,3,2,3,4,2,2,2,3,4,2,2,2,4,2,4,2,2,3,3,3,3,4,2,2,2,"research",0,0,TRUE,3.5,3.125,4,3.25,3.625,3.625,3.75,3,3,3,3,3.625,3.75,3.125,2.5,2.5,2.875,4,3.875,3.375,3.625,4,3.25,3.75,3.5,3.71875,3.15625,3.28125,3.1875,3.1875,3.75,3.5,TRUE,-0.964731580659285,-1.09558299374289,13.96875,-1.09405683828534,264.84486865919,161.406159604847,-264.84486865919,-161.406159604847,0.705,-0.705,0.015,0.0927290562877542,3.055
"3307",100551,4,2,4,4,5,2,5,4,4,3,4,4,2,2,4,4,3,2,1,3,2,1,4,4,3,3,4,4,5,3,5,4,2,4,5,1,3,2,2,2,2,2,5,4,4,2,2,2,1,3,4,4,5,2,1,5,3,3,4,4,3,3,4,3,5,4,1,5,4,2,2,2,2,2,2,3,1,5,1,2,4,2,4,3,4,3,2,2,4,2,2,2,1,3,4,2,2,4,2,4,4,2,1,3,2,4,1,5,3,5,5,4,2,3,2,2,4,2,5,4,5,3,2,4,1,5,5,2,3,3,1,2,2,4,4,2,1,3,1,2,3,2,4,2,4,3,1,2,1,4,1,4,5,4,1,4,3,3,2,2,4,4,2,2,3,3,3,1,1,2,1,2,1,4,1,3,3,2,2,2,2,2,4,3,5,4,3,3,2,5,2,3,4,5,4,4,5,1,1,1,"research",0,0,TRUE,3.75,3,4.25,3.625,4.875,3.625,4,3.625,3.75,3.625,4.5,4.125,3,3,4.125,3.25,4.25,3.25,3.875,3.625,3.875,3.5,4,3,4.625,3.65625,3.3125,4,3.5,4.40625,3.5,4.625,TRUE,0.319882836672935,0.291445655285185,15.75,0.374349358053345,326.001066573902,209.824017829708,-326.001066573902,-209.824017829708,0.605,-0.605,0.25,0.267085483137102,2.925
"3308",100115,4,2,4,4,5,2,5,4,4,4,5,4,4,2,4,5,4,2,2,3,2,2,4,4,4,5,4,4,5,5,5,4,4,2,5,2,4,2,2,4,1,2,2,2,5,1,1,2,1,5,5,4,5,2,1,4,4,4,5,4,2,2,4,2,4,4,4,5,4,4,1,4,4,4,1,4,1,4,1,4,4,2,5,4,2,4,2,4,4,2,2,2,2,4,5,2,2,4,2,4,5,2,4,4,2,4,1,5,2,4,2,4,4,4,1,3,4,5,5,4,5,1,2,4,1,4,1,2,2,4,1,2,1,5,2,2,2,1,2,2,4,2,4,1,4,1,1,4,1,4,1,5,5,4,1,4,2,2,2,2,4,4,2,4,2,4,2,2,2,4,2,2,1,4,1,2,2,2,1,2,2,4,4,2,4,4,2,4,1,4,2,2,4,4,4,4,4,2,1,2,"research",0,0,TRUE,3.75,1.5,4.375,3.5,5,3.875,3.875,3.125,3.625,3.75,5,4.125,4.125,2.125,3.5,3.375,3.875,3.125,3.875,3.375,4.25,4,4.5,3.375,4.125,3.90625,2.53125,3.9375,3.65625,4.59375,3.625,4.125,TRUE,0.790521997570412,1.00349887383057,17.1875,0.650437990504736,338.103547561018,209.60285987532,-338.103547561018,-209.60285987532,0.525,-0.525,0.265,0.302178135298181,3.045
"3309",215811,4,2,4,4,5,3,1,3,4,4,4,3,4,2,4,1,3,2,2,2,1,2,4,4,2,4,5,2,4,3,5,3,2,4,5,1,4,2,2,4,2,3,4,3,4,1,2,3,1,4,5,3,4,3,1,4,2,4,4,4,1,2,3,2,3,3,4,3,4,4,2,2,5,3,2,4,2,4,1,3,3,2,3,4,2,3,2,3,2,2,2,2,2,4,4,2,3,2,2,4,5,2,5,2,2,4,2,4,2,4,3,4,3,4,2,4,4,4,5,4,3,4,1,4,2,2,5,4,3,4,1,2,2,4,4,2,2,3,2,2,4,2,4,2,5,4,2,2,2,3,1,4,4,4,2,4,1,3,2,2,4,3,2,3,2,2,2,1,2,3,2,2,1,3,1,3,4,2,2,2,1,3,4,2,4,3,1,3,2,4,2,3,4,4,4,4,5,2,1,2,"applicant",0,0,TRUE,3.875,3,4.375,3.875,4.375,3.375,5,2.75,3.25,4,4.125,4,4.375,2.625,3.75,4,3.375,3.125,4.125,3.25,4.125,4.125,4.125,2.875,4.25,4.34375,2.90625,3.875,4,4,3.34375,4.25,TRUE,0.770276731338119,0.781350565269,16.65625,0.679694314885172,113.33643813868,114.820959645829,-113.33643813868,-114.820959645829,0.385,-0.385,0.155,0.31338168149036,2.905
"3310",217479,4,2,4,4,5,3,1,4,4,4,2,4,4,3,4,2,3,1,1,3,2,1,5,4,2,4,4,2,3,3,5,3,2,5,5,2,4,1,2,4,1,2,5,2,4,1,2,2,1,4,4,4,4,5,1,4,3,4,4,3,2,2,2,2,3,2,2,2,5,5,2,2,4,2,1,5,2,4,1,3,2,2,2,5,3,2,2,4,4,2,2,2,1,4,5,2,3,2,2,4,4,2,3,2,2,4,2,4,2,4,3,4,2,5,1,4,2,4,5,3,3,5,2,4,1,2,5,3,3,5,1,2,2,4,3,3,3,3,2,2,3,1,5,2,4,3,1,3,2,4,2,4,3,3,2,4,3,4,4,3,4,3,2,3,2,2,2,2,1,4,2,2,1,2,2,4,4,3,2,1,2,4,3,4,2,2,2,2,2,5,2,2,4,4,4,4,5,2,1,2,"applicant",0,0,TRUE,3.75,3,4.25,4,4.25,3.125,4.5,3.125,3.125,4,3.75,4.125,3.75,2.75,3.125,3.25,3.5,3.5,4.125,3,3.875,4.625,4.5,3.125,4.25,4.03125,2.96875,3.59375,3.96875,4,3.46875,4.25,TRUE,0.439840484993634,0.398038670554948,16.09375,0.489387669911951,215.75965607575,229.162473454422,-215.75965607575,-229.162473454422,0.545,-0.545,0.205,0.255930338435595,2.895
"3311",100352,4,2,4,4,5,3,1,5,4,4,5,3,5,1,1,4,5,4,3,5,2,1,4,4,3,5,4,4,5,5,5,5,1,4,4,1,4,4,3,2,1,5,2,3,4,1,1,2,1,5,3,3,5,2,1,5,3,4,5,5,1,1,1,1,5,1,5,4,5,5,1,1,1,4,3,3,1,3,1,2,3,2,5,4,1,4,3,4,4,1,1,2,1,5,5,2,1,1,4,3,5,3,3,4,1,5,2,4,1,4,3,4,2,4,1,3,2,5,4,4,5,2,1,3,1,2,5,1,3,4,1,2,1,4,2,4,1,1,2,4,5,4,4,1,5,3,4,4,1,5,1,4,5,5,1,4,1,4,4,3,4,1,1,3,4,2,4,1,1,1,4,4,1,2,1,4,2,3,2,1,1,4,2,2,4,5,1,4,2,4,2,3,3,5,4,4,5,4,1,3,"research",0,0,TRUE,3.875,2.625,3.125,2.75,5,3.625,4.75,4.25,4,4.125,4.625,4.25,4.875,2.5,2.125,3,4.5,1.5,4.25,3.5,3.875,4.375,4.125,2.75,3.875,4.4375,3.21875,3.28125,3.5625,4.5625,3.03125,3.875,TRUE,0.245783828884466,0.243535822194561,15.65625,-0.0428163015928886,480.174016405586,272.827488392752,-480.174016405586,-272.827488392752,0.92,-0.92,0.45,0.163751327512319,2.99
"3312",218471,4,2,4,4,5,4,1,2,4,2,4,4,4,1,4,2,4,4,1,4,1,1,5,4,2,2,5,2,4,4,4,2,2,4,5,2,3,1,2,4,1,3,4,5,4,2,1,2,2,2,5,4,5,4,1,2,2,3,4,4,1,2,3,2,4,2,4,4,5,4,1,2,5,1,1,4,1,4,1,3,4,2,2,4,2,5,4,3,4,2,2,1,1,4,5,2,4,3,2,4,4,4,5,2,2,4,1,3,2,4,4,3,2,4,1,4,4,4,5,3,3,4,1,4,2,2,5,4,4,4,1,3,1,5,3,2,1,2,2,1,4,2,4,2,4,4,1,2,1,4,1,4,4,2,1,3,2,2,3,2,5,4,1,2,2,2,1,2,2,3,1,2,1,2,1,2,4,2,1,2,2,4,3,2,5,4,2,4,1,5,1,4,4,4,5,5,4,2,1,2,"applicant",0,0,TRUE,3.5,3.625,4.75,4,4.625,3,4.875,2.125,3.5,3.375,4.375,3.625,4.125,1.75,3.25,3.75,4.5,2.625,4.375,4.375,4.5,4.25,4.875,2.875,4.375,4.21875,2.96875,4,3.84375,4.59375,3.03125,4.375,TRUE,0.918795427505824,0.947782438461932,16.71875,1.07060861265425,180.385592129238,175.432497282503,-180.385592129238,-175.432497282503,0.56,-0.56,0.285,0.319389970236077,2.87
"3314",217167,4,2,4,4,5,4,1,4,5,4,5,5,3,2,4,4,4,2,2,2,1,2,5,5,2,4,5,2,5,5,5,2,1,4,5,1,4,2,2,4,1,2,5,3,5,2,1,2,2,5,5,4,5,2,1,4,4,4,5,5,1,2,4,2,4,2,3,4,5,3,1,1,4,4,1,4,1,4,1,3,4,2,4,5,1,4,2,4,4,2,4,2,1,4,5,2,2,4,2,4,5,5,4,2,1,2,1,5,2,4,5,5,1,5,1,3,5,2,5,5,5,1,1,4,1,2,5,4,4,4,1,2,1,4,4,2,1,2,2,2,5,2,5,2,5,2,1,2,1,5,1,5,5,2,1,4,1,2,2,1,4,5,1,2,1,2,1,2,1,5,1,2,1,2,1,2,1,2,1,2,1,4,4,1,5,4,1,4,1,5,2,2,4,3,5,5,5,2,1,2,"applicant",0,0,TRUE,4.125,1.625,4.75,4,5,3.375,4.875,2.5,4.625,3.5,4.875,4.625,4.5,2.25,4.125,3.875,4.5,3.25,4.125,3.5,5,3.75,4.875,3.375,4.375,4.40625,2.46875,4.625,3.78125,4.8125,3.65625,4.375,TRUE,1.69396727489039,2.07333640758779,18.8125,1.74444152104599,185.636670948886,178.355218752644,-185.636670948886,-178.355218752644,0.555,-0.555,0.45,0.351122364500548,2.965
"3315",213407,4,2,4,4,5,4,2,1,5,2,5,4,3,1,4,4,2,3,2,3,1,2,4,4,4,4,4,3,5,5,5,1,1,4,5,2,2,2,2,2,2,2,3,2,5,2,1,2,2,2,4,4,4,1,1,2,4,3,5,5,2,2,4,2,4,3,5,4,5,4,2,2,3,2,1,5,1,4,1,3,5,2,5,4,2,4,2,2,5,4,2,4,2,4,4,3,2,4,2,4,5,2,4,1,2,4,1,5,3,4,5,4,2,4,2,4,4,4,5,3,4,2,2,3,1,2,5,4,4,4,1,2,2,4,4,2,1,4,2,2,4,2,5,2,4,5,1,4,1,4,2,4,4,4,1,4,4,4,2,2,4,4,3,4,1,2,2,2,2,4,1,2,1,2,1,2,1,2,1,2,2,2,4,2,4,2,2,4,1,4,2,2,4,4,4,4,5,2,1,2,"applicant",0,0,TRUE,3.375,2.875,4.375,3.625,4.875,3.75,4.625,1.75,4.5,3.625,5,4.25,3.25,2.625,4.125,3.5,4,3.75,3.875,3.125,4.625,4,4.375,3,4.25,3.78125,2.59375,4.40625,3.6875,4.5625,3.6875,4.25,TRUE,1.05272389973395,1.2644388246312,17.53125,0.995875246158196,208.650105816333,188.593252634799,-208.650105816333,-188.593252634799,0.495,-0.495,0.255,0.303243845116773,2.965
"3316",100018,4,2,4,4,5,4,2,2,2,2,4,2,4,2,4,4,4,2,2,2,2,2,4,4,4,2,4,4,4,2,4,2,2,4,4,5,3,2,2,3,2,4,4,2,4,2,3,2,3,2,5,4,4,3,2,5,4,4,4,2,2,2,4,4,2,4,4,2,5,4,2,3,2,2,2,4,2,2,4,4,4,3,3,2,2,4,2,4,4,2,3,2,1,4,4,2,4,2,2,4,4,4,4,4,2,2,3,4,4,2,3,2,2,4,1,2,4,4,4,2,2,4,1,4,1,2,4,4,4,3,2,5,2,4,2,2,2,4,2,4,4,2,4,4,3,3,2,2,1,2,1,4,3,3,2,2,2,2,2,2,4,4,2,2,2,2,3,2,2,3,2,2,2,2,2,4,4,2,2,4,2,3,4,4,4,2,2,4,2,5,3,4,3,4,4,4,4,2,2,2,"research",0,0,TRUE,2.5,3.5,4.25,3.75,4.375,2.375,3.875,2.875,3.375,3.125,3.75,2,3.625,2.125,3.625,2.625,3.75,3.5,4,2.75,4.25,4.125,3.625,3.125,3.875,3.5,2.8125,3.875,3.40625,3.875,2.75,3.875,TRUE,-0.24811641949043,-0.438978959406957,14.59375,-0.532749583196154,308.778642451253,189.106565580594,-308.778642451253,-189.106565580594,0.72,-0.72,0.065,0.154120319922271,2.96
"3318",101568,4,2,4,4,5,5,3,4,2,3,4,5,3,3,2,3,4,4,4,3,2,3,4,4,4,4,4,4,4,3,4,2,2,3,4,4,3,3,4,4,2,2,2,4,4,1,2,2,3,4,4,3,4,4,3,4,3,4,4,5,4,4,4,3,4,4,4,4,4,4,2,3,4,3,2,3,2,1,2,2,3,2,4,5,3,4,4,4,4,2,3,2,2,4,4,2,3,3,2,4,4,4,4,4,4,4,2,4,3,4,4,4,3,2,2,4,3,5,4,4,3,2,2,3,2,4,4,4,4,4,1,2,2,4,3,4,1,2,4,2,3,2,4,2,3,2,2,4,2,3,2,4,4,3,2,4,3,4,2,4,4,3,2,4,2,3,2,2,2,4,2,4,2,1,2,5,4,4,3,2,3,4,4,4,4,4,3,5,2,4,4,2,4,4,4,4,4,2,1,2,"research",0,0,TRUE,3,2.25,4,2.875,4.125,1.875,3.75,3.375,3,3.375,4,4.125,3,3,3.125,2.75,4,2.625,3,3.75,3.75,4,3.75,3.375,4.125,3.1875,3.09375,3.46875,3.25,3.96875,3,4.125,TRUE,-0.729366638156719,-0.970688021999744,13.78125,-0.951424513285587,241.127300154785,136.85096075869,-241.127300154785,-136.85096075869,0.69,-0.69,0.07,0.112958060460856,3.22
"3320",215563,4,2,4,5,3,1,1,2,5,4,4,4,4,3,4,2,4,2,2,1,1,1,4,5,3,3,4,1,2,4,5,1,2,4,4,1,5,2,2,3,1,2,2,4,4,1,1,2,1,4,4,4,5,4,1,2,3,2,4,5,2,4,4,1,4,4,4,4,5,5,1,3,4,3,1,5,2,4,1,5,4,2,3,4,1,2,1,2,2,3,2,1,1,4,4,2,1,2,1,4,4,1,5,2,1,5,1,5,1,5,5,4,4,4,1,4,4,5,5,4,4,4,1,4,2,1,5,5,3,4,1,1,1,4,3,2,1,4,1,2,4,1,5,1,4,2,1,2,2,3,1,5,5,1,1,5,1,2,1,1,5,4,1,4,2,2,1,1,2,4,1,1,1,5,1,2,2,1,1,2,1,2,4,2,5,2,1,2,1,5,1,1,3,4,5,5,5,1,1,1,"applicant",0,0,TRUE,3.875,2.75,4.625,4.5,3.875,4.125,5,1.5,4.125,3.625,4.375,4.625,4.75,3.25,4.25,4.125,4,3.875,4.25,3.25,4.5,4.75,4.75,3.375,4.625,4.46875,2.6875,4.375,4.25,4.25,4,4.625,TRUE,1.66444082266015,1.92403930752585,18.65625,1.99626553272627,162.602660338666,154.281847080419,-162.602660338666,-154.281847080419,0.59,-0.59,0.46,0.348953228952625,2.76
"3321",212932,4,2,4,5,3,1,1,3,5,4,4,3,3,2,5,2,4,1,2,3,2,1,5,4,3,4,4,2,4,3,4,4,1,3,4,2,4,1,2,4,2,2,4,4,4,1,1,2,2,4,4,4,4,1,1,4,4,2,4,4,2,4,5,2,4,4,5,3,5,4,2,2,5,4,1,4,2,3,1,4,4,2,3,4,3,2,2,2,2,3,1,5,1,5,4,4,2,2,1,4,3,3,5,3,2,4,2,4,3,4,4,4,3,4,1,4,3,4,5,4,4,2,1,4,2,2,5,3,4,4,2,2,2,2,4,3,3,3,2,2,4,1,4,2,4,1,1,2,2,4,1,5,4,4,2,4,2,4,2,2,4,5,2,3,1,1,2,2,2,4,1,2,2,3,1,4,2,2,2,2,1,2,5,1,4,3,2,3,1,5,2,3,3,4,4,4,4,1,1,2,"applicant",0,0,TRUE,3.75,2.125,4.625,4.125,3.75,3.75,4.875,3,4.25,3.625,3.875,3.875,3.75,3.375,4.375,4,3.5,3.875,4.375,3.125,4.375,4.75,4.375,2.875,4.125,4.1875,2.90625,4.40625,4.125,3.875,3.59375,4.125,TRUE,1.13536206265524,1.17131941071921,17.28125,1.01381948573508,180.739511184237,164.001866295802,-180.739511184237,-164.001866295802,0.44,-0.44,0.235,0.307249336743411,2.92
